loss
0.3928200710564852
-0.2880603713914752
-0.6993371248245239
-1.1055277787148952
-1.5386056252755225
-1.5882239490747452
-1.595664270967245
-1.6233399987220765
-1.5706705287098885
-1.6166131131350994
-1.6314515188336371
-1.6315452203154563
-1.6508296631276607
-1.691432350128889
-1.6633894011378287
-1.670552985370159
-1.690457572042942
-1.6487201653420924
-1.6371518645435572
-1.6952590644359589
-1.6133028499782085
-1.6695351272821426
-1.6667306303977967
-1.6333245038986206
-1.7107422351837158
-1.6648588925600052
-1.6823419123888015
-1.6866718418896198
-1.6611981196328998
-1.661493681371212
-1.6380700279027223
-1.6831146046519279
-1.695356308668852
-1.7107946932315827
-1.579355862364173
-1.6603884071111679
-1.6953493490815164
-1.6980718851089478
-1.7009156577289104
-1.6869841456413268
-1.7067020885646342
-1.7065822198987006
-1.684529574215412
-1.7267649948596955
-1.6978536337614059
-1.6982657325454056
-1.7009501895867287
-1.7135156489908696
-1.73653316302225
-1.7196233354508876
-1.681010088324547
-1.6980869472026825
-1.715731170028448
-1.6913671106100083
-1.7224628359079361
-1.6791644754353912
-1.6920297212898732
-1.6803933694958686
-1.7055445358157157
-1.7101199261844158
-1.746343657374382
-1.6930425122380257
-1.6690199002623558
-1.7092938497662544
-1.681737763248384
-1.7018104866147041
-1.7591864183545112
-1.7434388719499112
-1.7319537794217468
-1.6826495830900967
-1.621761085651815
-1.675376435369253
-1.696561575680971
-1.7240306176245213
-1.7182180628180503
-1.722494512796402
-1.7390286944806577
-1.7250069223344326
-1.7176051616668702
-1.7351957529783248
